source_key,citation,url,reachability,access,scale_system,notes,verified,clauses_read
SRC-WO2020227618,"Ajinomoto Co Inc and Biogen MA Inc, Convergent liquid phase syntheses of oligonucleotides (WO2020227618A2, priority 2019-05-08)",https://patents.google.com/patent/WO2020227618A2/en,"reachable; free full text, ~450 kB of extractable text, read in full",full-text-read,"liquid phase, bench to hectogram (isolated blocks 145-258 g; largest intermediate ~420 g); 2'-MOE + DNA gapmer, mixed PS/PO; 4-mer and 5-mer blocks. The word 'kg' does NOT appear in this patent - the kilogram batches are only in SRC-ZHOU-2022","THE FREE READ INTO THE BIOGEN PROGRAM: 7 of the 9 authors of SRC-ZHOU-2022 are inventors here. Gives the measured, chromatography-free block purities the paper only summarises. VERBATIM: 'deoxy- TTACC 5mer (145.5 g, 57.8 mmol, 92.4% yield, 93.6% purity) was obtained as a white solid.'; 'Compound 3-5 (UTTC 4mer) (258 g, 134 mmol, 89.0% yield, 95.6% purity) was obtained as a light yellow solid.'; '4-9 (5' DMT-MOE CCGU-OH) (190 g, 90.5% yield, 94.8% purity) was obtained as a light yellow solid.' SO 4-5 nt MODIFIED BLOCKS BY PRECIPITATION ALONE LAND AT 89-96%. WHAT CHROMATOGRAPHY ADDS, VERBATIM: 'Compound 7-3-5 (30.0 g, 13.4 mmol, 95.7% yield, 81.6% purity)... The crude product was purified by reversed-phase HPLC (pH=7 condition). Compound 7-3-5 (24.0 g, 13.0 mmol, 96.9% yield, 98.8% purity)' - one preparative RP-HPLC lifts 81-87% crude to 98-99% at 90-98% recovery. A filtration-only train has no operation with that selectivity. ALSO, TWO PROCESS FAILURES STATED VERBATIM: 'Detritylation with DCAcaused a de-prunination of adenosine. De-tritylation of trimer was achieved by acidic work-up step using 20% citric acid. Coupling efficiency decreases as the oligonucleotide grows longer.' (the OCR renders depurination as 'de-prunination'). So a 10-mer block is NOT simply twice as easy as a 5-mer. Legal status Ceased, which affects enforceability, not disclosure.",2026-09-18 full text read; bibliographic record and inventor overlap with SRC-ZHOU-2022 checked against the publisher panel,
SRC-US7227017,"Avecia lineage, Process for the preparation of phosphorothioate oligonucleotides (US7227017B2, priority 2000-12-05)",https://patents.google.com/patent/US7227017B2/en,reachable; free full text read in full,web-page-read,"solid phase, bench; UNMODIFIED DNA, fully phosphorothioate 18-mer (17 PS linkages) - not 2'-modified, not siRNA","Independent measured corroboration of the ~5% phosphodiester figure this project already holds from SRC-NATCOMM-2024, and it shows the number is process-sensitive with a 2x swing. VERBATIM: 'In each case, the weight percentage of P=O impurity in the samples was determined using Ion exchange chromatography.' Table 1, transcribed: 'Comparison A 33% 9%', 'Example 1 <1% 5%', 'Example 2 1% 5%', 'Example 3 9% 5%' (columns: sample / acetonitrile content / %P=O). So total P=O is 5% in a well-run full-PS DNA 18-mer, rising to 9% if residual solvent and water are not removed before ammonolysis. INFERENCE (ours, arithmetic checked): if linkages desulfurise independently, 1-(1-p)^17 = 0.05 gives p = 0.30% per linkage and the 9% case gives 0.55%; for a 5-nt block with 4 linkages that predicts about 1.2% total P=O. The patent states no per-linkage number. | VERIFICATION PASS CORRECTION 2026-09-18: the patent does NOT use the word '18-mer'. It says 'a fully phosphorothioated deoxyribonucleotide comprising 17 phosphorothioate groups'; 17 linkages implies an 18-mer but that is OUR inference, not the patent's word. The patent also writes 'P=O impurity' and never glosses it as 'phosphodiester' - that gloss is ours. And note Example 3 is itself at 9% acetonitrile, so 'lower acetonitrile content' holds for it only modestly.",2026-09-18 full text read; bibliographic record checked against the publisher panel,
SRC-US6087491,"Hybridon Inc (now Nitto Denko Avecia), Extremely high purity oligonucleotides and methods of synthesizing them using dimer blocks (US6087491A, published 2000-07-11)",https://patents.google.com/patent/US6087491A/en,reachable; free full text read in full,web-page-read,"solid phase, 1 to >=100 micromol; DNA phosphorothioate, 1990s chemistry; dimer-block synthesis, the direct ancestor of the block strategy in question","Gives the per-cycle failure rate that underlies the whole purity-floor argument, and states in the patentee's own words that n-1 is the hardest species to chromatograph. VERBATIM: 'While automated synthesizers have proven an invaluable tool for obtaining oligonucleotides, 1-3% of the reactions fail during each cycle in which a nucleotide monomer is to be added. Consequently, the resulting products are generally a heterogenous mixture of oligonucleotides of varying length. For example, in a typical 20mer synthesis, the 20mer product represents only 50-80% of the recovered oligonucleotide product.' VERBATIM: 'This approach has the inherent potential to entirely eliminate (N-1) impurity. Such impurity presents the greatest challenge to chromatographic purification.' AND THE MEASUREMENT FLOOR, VERBATIM: capillary gel electrophoresis 'can detect a single oligonucleotide size impurity (e.g., N-x and N+x) down to 0.15%'. INFERENCE (ours, checked): 0.99^19 = 0.826 and 0.97^19 = 0.560 brackets the stated 50-80% for a 20-mer, so the model is internally consistent; applying the same band to a 5-nt block (4 couplings) gives 89-96%, which independently reproduces the measured block band in SRC-WO2020227618. The Krotz et al. 1997 figures this patent describes were NOT independently retrieved and must not be quoted as if from Krotz. | VERIFICATION PASS NOTE 2026-09-18: the 0.15% is stated as the DEFINITION of 'non-detectable' by capillary gel electrophoresis, not as a general performance claim; and the failure rate is 'during each cycle in which a nucleotide monomer is to be added', slightly narrower than 'each synthesis cycle'.",2026-09-18 full text read; bibliographic record checked against the publisher panel,
SRC-KELLY-OPRD-2025,"Kelly, Parga, Ferguson, Scalable Membrane Enabled One-Pot Liquid-Phase Oligonucleotide Synthesis, Org. Process Res. Dev. 2025, 29(6):1577-1592",https://pmc.ncbi.nlm.nih.gov/articles/PMC12186683/,"CC-BY, open access at PubMed Central PMC12186683; full text also retrievable as XML from the Europe PMC REST service",full-text-read,"bench, gram scale on a 4-arm PEG support; 2'-OMe phosphorothioate - siRNA-relevant chemistry, but a single strand rather than a ligation block, and run lean at 1.5 equiv amidite so not purity-optimised","Two things at once: the only measured crude purity found for SHORT 2'-OMe PS oligomers, and the cleanest published support for R-001. VERBATIM: 'This approach was demonstrated through the synthesis of 6mer and 18mer 2'-OMe phosphorothioate oligonucleotides with high stepwise filtration yields (97-100%), and high crude purity (~72% for 18mer) using just 1.5 equiv of phosphoramidites.' VERBATIM: 'IP-RP-HPLC purity was 81% for 8 and 72% for 9.' That 81% for a 6-mer sits BELOW the 89-96% MOE/DNA block band, which warns against assuming 95%-class blocks in 2'-OMe PS chemistry by default. THE MEMBRANE SELECTIVITY DATUM, VERBATIM: 'Both membranes were highly stable and showed >99% rejection of loaded 4-arm PEGs and >44% rejection of 5'-Dmtr-2'-OMe-G ib phosphoramidite (869.95 g/mol)'. INFERENCE (ours): purpose-built oligonucleotide membranes achieve near-total rejection of a >5 kDa species while STILL rejecting 44-93.5% of an 870 Da molecule - no clean cut even at a >6x mass ratio. An n-1 species differs by ~305-345 Da against a ~7 kDa strand, about 4.5%. No membrane in this or any adjacent work resolves anything at that ratio. | VERIFICATION PASS 2026-09-18: all quotes confirmed; three authors (Ronan Kelly, Catalina Parga, Steven Ferguson), CC-BY 4.0 confirmed. KEEP THE QUALIFIER: the 97-100% figures are 'stepwise filtration yields' calculated from rejection values; isolated mass yields are in the supporting information and were not retrieved.",2026-09-18 read in full; attribution verified against Crossref; no erratum,
SRC-IQ-SUSTAIN-2021,"Andrews, Antia, Brueggemeier, Diorazio, Koenig, Kopach, Lee, Olbrich, Watson, Sustainability Challenges and Opportunities in Oligonucleotide Manufacturing, J. Org. Chem. 2021, 86(1):49-61",https://pmc.ncbi.nlm.nih.gov/articles/PMC8154579/,"CC-BY-NC-ND, open access at PubMed Central PMC8154579",full-text-read,"manufacturing-scale solid-phase therapeutic oligonucleotides; cross-company IQ Consortium authorship; antisense-centric, not siRNA-specific","The industry benchmark a ligation route has to be judged against. VERBATIM: 'The general manufacturing process described above is a remarkable achievement, able to synthesize, purify, and isolate oligonucleotides in excellent yield (~50%) and purity (~90%); especially considering the size and complexity of the molecules and the number of chemical transformations involved (~80).' VERBATIM: 'crude purities of greater than 80% are not uncommon.' AND THE FUNCTION OF CAPPING, VERBATIM: 'Unreacted 5' hydroxyl groups are capped with acetic anhydride to prevent further chain extension of coupling failures and minimize N-1 impurities.' INFERENCE (ours): capping is what keeps solid-phase n-1 low, by converting coupling failures into TRUNCATED sequences instead of internal deletions. A liquid-phase block route that drops capping converts the same failures into block-internal n-1 - the harder class, and exactly what R-001 is about.",2026-09-18 read in full; attribution verified against Crossref; no erratum,
SRC-PATISIRAN-EPAR,"European Medicines Agency, Onpattro (patisiran) CHMP Assessment Report, EMA/554262/2018",https://www.ema.europa.eu/en/documents/assessment-report/onpattro-epar-public-assessment-report_en.pdf,"open; 188-page report downloaded and text-extracted, quality sections read",redacted,"commercial-scale siRNA drug substance (2'-OMe modified duplex, phosphodiester-dominant backbone), approved product - the closest public analogue to the target system","WHAT A REAL siRNA DS SPECIFICATION ACTUALLY CONTAINS, verbatim: 'The active substance specification includes tests for visual appearance, identification by duplex retention time (SE-HPLC UV), identification by molecular mass (IPRP-HPLC MS), identification by Tm(UV Spectrophotometry (Thermal)), sodium content (Flame AAS), impurities (SE-HPLC UV and AX-HPLC UV), assay (AX-HPLC UV), pH (Ph. Eur.), water content (KF), elemental impurities (ICP-MS), residual solvents(GC), bacterial endotoxins (Ph. Eur.) and bioburden (Ph. Eur.).' THIRTEEN TESTS NAMED, NO NUMERIC ACCEPTANCE CRITERION PUBLISHED. THE REGULATOR'S OWN STATEMENT OF R-001's LOGIC, verbatim: 'The quality of double-stranded oligonucleotides is pre-determined by the quality of the single strand intermediates, therefore the control of these intermediates by adequate specifications is critical. For example, some of the impurities can only be controlled at the level of the single strand intermediates.' MECHANISMS OF N-x, verbatim: 'These impurities occur due to multiple events, which include incomplete detritylation, incomplete oxidation, and incomplete coupling followed by incomplete capping... The most common impurity in this group is the N-1 species.' HOW THE NUMBER IS SET, verbatim: 'the applicant re-evaluated the specifications for duplex purity, sodium content and pH based on +/-3SD ranges instead of TI approach.' AND THE APPROVED PROCESS ITSELF, verbatim: 'Step 1 Conventional solid-phase synthesis / Step 2 Cleavage and deprotection / Step 3 Crude ultrafiltration / Step 4 Purification / Step 5 Ultrafiltration / Step 6 Duplex formation (annealing) / Step 7 Lyophilisation'. INFERENCE (ours): the approved process uses ultrafiltration twice and keeps a separate Purification step between them, and it lyophilises. Note the last point honestly: the one approved siRNA process in this register dries by lyophilisation, not spray drying. | VERIFICATION PASS CORRECTION 2026-09-18: the report never describes Step 4 'Purification' as CHROMATOGRAPHIC. All twelve occurrences of 'chromatograph' in the 188 pages are the abbreviations list or ANALYTICAL methods. Calling Step 4 chromatographic is a gloss, not the document's word, and must not be quoted as such.",2026-09-18 read in full; document number and quality sections checked against the EMA record | 2026-09-18 independently re-verified by a second agent working from the claim and the document alone: all quotes confirmed except the 'chromatographic' gloss,
SRC-FDA-INCLISIRAN-CHEMR,"US FDA CDER, Chemistry Review, NDA 214012 (inclisiran / Leqvio), Application 214012Orig1s000, Reference ID 4896564, signed 30 Nov 2021",https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/214012Orig1s000ChemR.pdf,open; 94-page review downloaded and text-extracted and read,redacted,"commercial-scale GalNAc-siRNA (21-nt sense / 23-nt antisense, 2'-OMe/2'-F, PS termini) drug substance and drug product","HOW AN siRNA PURITY SPECIFICATION IS ACTUALLY SET, and it is not a fixed threshold. VERBATIM: 'The current drug product specification for purity and impurity content is based on the upper confidence limit (mean +/- 3SD) derived from limited batch release data available for drug substance batches used in the original submission. FDA recommended the applicant to reevaluate and tighten the specification for drug product based on batch release and stability data available from drug product batches manufactured at Sandoz GmbH from at least 10 drug substance batches.' FRAGMENT / STARTING-MATERIAL SPECS DO EXIST BUT ARE REDACTED, verbatim: 'Table 1-8 Specifications for  in Section 3.2.S.2.3 Control of Materials was updated to reflect changes to acceptance criteria (from NMT  to NMT )  of one of the non-critical impurities' - the values are withheld under exemption (b)(4). So TWO independent regulators (see also SRC-PATISIRAN-EPAR) say the purity number is derived from demonstrated batch capability. INFERENCE (ours): the spec a ligation route must meet is not a fixed 90% or 95%; it is whatever the process demonstrates, with regulatory pressure to tighten as batches accumulate. A route structurally capped near 80% would set a spec near 80% and then have to qualify every impurity above threshold toxicologically rather than purify it away. ALSO REGISTERED TO KILL A FABRICATION: a claim that this review states inclisiran purity 'exceeds 85% full-length product by HPLC' is FALSE - the review contains no such sentence and no unredacted purity number of any kind. | VERIFICATION PASS 2026-09-18, independent confirmation of the negative: a search of the full 94-page extraction for '85%', '85 %', 'full-length', 'full length' and 'FLP' returned ZERO hits for all five. The fabricated sentence is absent. Supporting scale of redaction: '(b) (4)' appears 227 times and blocks of 12, 13, 34, 18, 93, 24 and 19 pages are withheld in full. The absence can only be asserted of the PUBLISHED document, which is what the claim asserts.",2026-09-18 read in full; document and reference IDs checked against the FDA record,
SRC-TUTIS-2025,"Tutis, Ferguson, Benstead, Clarke, Heatherington, Gripton, Vanhinsbergh, Somsen, Gargano, Ion-Pairing Hydrophilic Interaction Chromatography for Impurity Profiling of Therapeutic Phosphorothioated Oligonucleotides, Anal. Chem. 2025, 97:15717-15726",https://pmc.ncbi.nlm.nih.gov/articles/PMC12311887/,open access at PubMed Central PMC12311887,full-text-read,"analytical, bench; 16-mer fully-PS GalNAc-conjugated antisense oligonucleotide - not siRNA and not a 5-10 nt block","Measures what the site asserts qualitatively: how separable n-1 actually is, and how fragile that separation is. VERBATIM: 'The N - 1 and N + 1 impurities are baseline separated from the FLP using AA (no IPR) in the eluent, and the resolution decreases when AA is replaced by IPRs.' AND THE COLLAPSE, VERBATIM: 'At 5 C, the N - 1 and DA impurities coeluted with the FLP, while a resolution of approximately 1 was achieved for the N + 1 and PO impurity with respect to the FLP. In contrast, at 80 C, resolutions of 1.5 or higher from the FLP were obtained for the N - 1, N + 1, DA, and PO impurities.' WHY MASS SPECTROMETRY CANNOT SUBSTITUTE, VERBATIM: 'current MS-compatible, one-dimensional LC methods cannot resolve the DA impurity from the FLP, and MS resolution is often insufficient to differentiate the FLP and DA due to a mass difference of less than 1 Da.' Separation mechanism, verbatim: 'In IP-RPLC, positively charged ion-pair reagents (IPRs) are used to increase the retention of the negatively charged ONs on the hydrophobic stationary phase, leading to a length-based separation'. Bears on how a block specification would be measured at all - see Q-011. | VERIFICATION PASS NOTE 2026-09-18: at 5 C the paper reports that the N-1 AND the deaminated impurity coeluted, not N-1 alone.",2026-09-18 read in full; attribution verified against the Europe PMC core record; no erratum,
SRC-PHEUR-5-1-4,"European Pharmacopoeia general chapter 5.1.4, Microbiological quality of non-sterile pharmaceutical preparations and substances for pharmaceutical use, revision 01/2011:50104, as printed in Ph. Eur. 7.0",https://www.drugfuture.com/Pharmacopoeia/EP7/DATA/50104E.PDF,"open, but this is a THIRD-PARTY REPRODUCTION of the printed chapter, not an EDQM-hosted file. EDITION CAVEAT: the copy read is Ph. Eur. 7.0; a current-edition copy was NOT seen and no claim is made that the text is unchanged",full-text-read,"non-sterile pharmaceutical preparations and substances for pharmaceutical use (i.e. drug substances) - NOT water, NOT sterile products","SOLVES the '200 cfu/g or mL' mystery. VERBATIM, the interpretation rule: 'When an acceptance criterion for microbiological quality is prescribed it is interpreted as follows: - 10 1 CFU : maximum acceptable count = 20 ; - 10 2 CFU : maximum acceptable count = 200 ; - 10 3 CFU : maximum acceptable count = 2000, and so forth.' VERBATIM, the row that applies to a drug substance (Table 5.1.4.-2): 'Substances for pharmaceutical use 10 3 [TAMC, CFU/g or CFU/mL] 10 2 [TYMC, CFU/g or CFU/mL]'. So the compendial floor for a non-sterile drug substance is TAMC 2000 and TYMC 200 per g or mL. THAT IS THREE ORDERS OF MAGNITUDE LOOSER than the <1 CFU/mL that the oligonucleotide literature recommends (SRC-PMC7415879). The two are not alternatives: one is the compendial ceiling, the other is the process control target. Chapter is pharmacopoeially harmonised with USP <1111> and JP 4.05 G4. Specified organisms named are E. coli, S. aureus, P. aeruginosa, C. albicans, bile-tolerant gram-negative bacteria and Salmonella - NO Bacillus. CLAUSE READ AND RECORDED 2026-09-25: chapter 5.1.4 (Microbiological quality of non-sterile pharmaceutical preparations and substances for pharmaceutical use, 01/2011:50104). The often-quoted 2000 and 200 CFU figures come from its INTERPRETATION rule rather than from a table of limits - verbatim, '10^2 CFU : maximum acceptable count = 200; 10^3 CFU : maximum acceptable count = 2000, and so forth' - applied to a prescribed criterion. They are a compendial FLOOR for a non-sterile substance and sit three to four orders above what the oligonucleotide literature and EMA both expect at this step, so quoting them as the limit quotes the wrong end of the range (R-009, IN-015).","2026-09-18 whole 4-page chapter read and extracted from a third-party reproduction; edition 7.0 flagged; 2026-09-25 chapter 5.1.4 re-read; the interpretation rule verified verbatim, and the edition confirmed as a third-party reproduction of 7.0 rather than the current EDQM text",chapter 5.1.4
SRC-PHEUR-0169,"European Pharmacopoeia monograph 0169, Water for injections, revision 04/2017:0169, as printed in Ph. Eur. 10.0",https://publicatie.internisten.nl/wp-content/uploads/2022/12/Appendix-Farmacopee-WFI0169E_0.pdf,"open, but a THIRD-PARTY REPRODUCTION of the printed monograph, not EDQM-hosted; running head reads 'EUROPEAN PHARMACOPOEIA 10.0 Water for injections'",full-text-read,"water, not product; bulk WFI at production and storage, and sterilised WFI in containers","The two water figures this project carried from memory, now quoted, WITH THEIR DIFFERENT STATUS MADE EXPLICIT. VERBATIM: 'Under normal conditions, an appropriate action level is a microbial count of 10 CFU per 100 mL when determined by filtration through a membrane with a nominal pore size not greater than 0.45 um, using R2A agar, using at least 200 mL of water for injections in bulk and incubating at 30-35 C for not less than 5 days.' THAT IS AN ACTION LEVEL, qualified twice, NOT a specification limit - and the method conditions are part of the number. A site stating '10 CFU/100 mL' without R2A agar and five days has not stated the requirement. VERBATIM, and this one IS a limit: 'Bacterial endotoxins (2.6.14): less than 0.25 IU/mL.' - and it sits under Sterilised water for injections. INFERENCE (ours): R2A and five days are chosen to recover slow-growing nutrient-poor water organisms; a low-bioburden aqueous hold monitored on richer media and shorter incubation will under-count.",2026-09-18 4-page monograph read and extracted in full from a third-party reproduction,
SRC-EMA-WATER-2018,"European Medicines Agency CHMP/CVMP, Guideline on the quality of water for pharmaceutical use, EMA/CHMP/CVMP/QWP/496873/2018",https://www.ema.europa.eu/en/documents/scientific-guideline/guideline-quality-water-pharmaceutical-use_en.pdf,"open; free EMA-hosted PDF, downloaded and extracted in full",full-text-read,"active substance manufacture, non-sterile active substance intended for a parenteral product - exactly this project's situation","THE CLEANEST ANSWER AVAILABLE to 'water for injection or purified water, at which step'. VERBATIM, Table 3: 'AS is in solution, not sterile, and intended for parenteral use. | Any step excluding final isolation and purification. | Purified Water' and 'Final isolation and purification | WFI'. AND THE ROW THAT ACTUALLY APPLIES TO A SPRAY-DRIED POWDER, VERBATIM: 'AS is not in solution, not sterile, and intended for use in a parenteral product. | Final isolation and purification | Purified Water***' with footnote '*** Appropriate specifications have to be set for endotoxins and microbiological quality of the active substance as per the relevant Ph. Eur. chapters.' STATUS: a GUIDELINE giving minimum acceptable quality, introduced as 'some general examples for guidance' and explicitly risk-based. INFERENCE (ours): a spray-dried siRNA drug substance does not automatically require water for injection at final isolation - but the footnote shifts the burden onto the drug-substance specification. A process using purified water AND carrying no endotoxin specification on the substance would be indefensible.",2026-09-18 read and extracted in full from the issuer's PDF,
SRC-EMA-STERILISATION-2019,"European Medicines Agency CHMP/CVMP, Guideline on the sterilisation of the medicinal product, active substance, excipient and primary container, EMA/CHMP/CVMP/QWP/850374/2015",https://www.ema.europa.eu/en/documents/scientific-guideline/guideline-sterilisation-medicinal-product-active-substance-excipient-and-primary-container_en.pdf,"open; free EMA-hosted PDF, downloaded and text-extracted in full",full-text-read,sterile medicinal products and active substances; the 10 CFU/100 mL figure applies BEFORE sterile filtration,"The regulatory anchor behind the <=10 CFU/100 mL figure that the oligonucleotide literature cites. It also states a limit for NON-PARENTERAL active substances of 10 CFU per g or mL, WHICH DOES NOT APPLY to this project, and 100 CFU per 100 g or mL for a parenteral finished product before steam sterilisation. Also carries the 24-hour hold-time hinge: anything longer must be justified with data, and the guideline supplies none. Registered so the chain behind a number the site may want to use is visible and correctly scoped. CLAUSE READ AND RECORDED 2026-09-25: s4.1.5 (Sterile filtration), which supplies both figures this project takes from it, verbatim - 'Filtration times longer than 24 hours should be justified' and 'a limit of NMT 10 CFU/100 ml (TAMC) would be acceptable for bioburden testing', tested 'in a bulk sample of 100 ml in order to ensure the sensitivity of the method'. Note the 24 h figure is a threshold for REQUIRING justification, not a validated hold time, and the guideline supplies no hold-time data of its own (Q-043).",2026-09-18 read in full by the research stream; document number checked against the EMA record; 2026-09-25 s4.1.5 re-read and all three quoted phrases verified verbatim,s4.1.5
SRC-LAYZER-2004,"Layzer, McCaffrey, Tanner, Huang, Kay, Sullenger, In vivo activity of nuclease-resistant siRNAs, RNA 2004, 10(5):766-771",https://pmc.ncbi.nlm.nih.gov/articles/PMC1370566/,open access at PubMed Central PMC1370566,full-text-read,"21-mer siRNA duplex with 2'-FLUORO PYRIMIDINES ONLY - not fully modified, no phosphorothioate reported; picomole scale in pooled human plasma at 37 C","The strongest quantitative answer available to Q-031, and it only half answers it. VERBATIM: 'Greater than 50% of the 2'-OH siRNA was degraded within the first minute of exposure to plasma and it was virtually all degraded by 4 h. By contrast, more than 50% of the 2'-F siRNA molecules remained full length after 24 h. In addition, more than 25% of the 2'-F siRNA remained intact after 48 h, a level comparable to the 1-min time point for 2'-OH.' Challenge conditions, verbatim: 'Ten picomoles of labeled siRNA was then incubated at 37 C in 500 uL pooled human plasma ... containing 5 U heparin ... and 5 mM calcium chloride.' STATUS: primary experimental data, not a limit. THE HONEST LIMIT: this is SERUM nuclease challenge, which is not the same as nuclease carried by process bioburden in a buffer hold vessel. It supports 'modification is protective' by a factor of roughly 1000 in half-life, in plasma. It does not establish that aggressive nuclease control is unnecessary in a manufacturing hold.",2026-09-18 read in full; attribution verified via Crossref; no erratum,
SRC-CZAUDERNA-2003,"Czauderna, Fechtner, Dames, Aygun et al., Structural variations and stabilising modifications of synthetic siRNAs in mammalian cells, Nucleic Acids Res. 2003, 31(11):2705-2716",https://pmc.ncbi.nlm.nih.gov/articles/PMC156727/,open access at PubMed Central PMC156727,full-text-read,"21-mer and 19-mer siRNA duplexes, 2'-O-methyl at defined internal positions versus terminal amino or inverted-abasic caps; fetal bovine serum, 37 C, 15 and 120 min","Protection is POSITIONAL, and end-capping does not deliver it. VERBATIM: 'We further demonstrate that synthetic siRNA molecules with internal 2'-O-methyl modification, but not molecules with terminal modifications, are protected against serum-derived nucleases.' VERBATIM: 'Neither the NH 2 nor the iB end modification stabilised the siRNA duplexes significantly.' AND THE TRADE-OFF, VERBATIM: 'alternating 2'-O-alkyl modification but not blocks of 2'-O-alkyl modification lead to significant resistance against serum-derived nucleases without significant loss of RNAi activity'. STATUS: primary data, semiquantitative - gel band integrity at two timepoints, NO half-life reported. Bears on Q-031: the protective claim depends on where the modifications sit, not merely on their presence.",2026-09-18 read in full; attribution verified via Crossref; no erratum,
SRC-DEVRIES-2018,"de Vries, Schreiber, Bossmann, Hellmann, Kopatz, Neumann, Beutel, Single-use membrane adsorbers for endotoxin removal and purification of endogenous polysialic acid from Escherichia coli K1, Biotechnology Reports 2018, 18:e00254",https://pmc.ncbi.nlm.nih.gov/articles/PMC5849784/,open access at PubMed Central PMC5849784,full-text-read,"POLYSIALIC ACID, a bacterial POLYANION rather than a protein, on Sartobind Q anion-exchange membrane adsorbers; laboratory to pilot, single use","THE CLOSEST ANALOGUE YET FOUND FOR R-007, and it cuts against the adsorber-alone case. With a polyanionic product competing for the ligand, the adsorber ALONE was two orders of magnitude short. VERBATIM: 'A control using only membrane adsorbers without prior sodium hydroxide treatment showed an endotoxin concentration of 641 (+/-139) EU mg -1 .' Only with an orthogonal step did it clear: 'With the downstream processing developed in this study a final product with endotoxin content less than 3 EU mg -1 was produced.' and 'The LRV with sodium hydroxide treatment is ~7.0 and without sodium hydroxide treatment ~4.5.' AND THE YIELD COST, VERBATIM: 'The shown purification process had a recovery yield of 29 (+/-7)%.' Note the product itself binds and elutes from the adsorber: 'PolySia was mainly eluted between 0.1 M and 0.75 M NaCl.' READ SRC-PMC12226154 AGAINST THIS: that study's feed was buffer matrices with nothing competing for the ligand, which is precisely the condition R-007 says will not hold for our stream.",2026-09-18 read in full; attribution verified via Crossref; no erratum,
SRC-GRONKE-2023,"Gronke, Ruanjaikaen, Delavari, Immel-Brown, Penrod, Lam, Antia (Biogen), Use of ultrafiltration/diafiltration for the processing of antisense oligonucleotides, Biotechnol. Prog. 2023, 39(4):e3350",https://doi.org/10.1002/btpr.3350,"Unpaywall reports is_oa true, oa_status bronze, with a free publisher PDF at onlinelibrary.wiley.com/doi/pdfdirect/10.1002/btpr.3350 - that PDF returned 403 from this environment, so only the abstract was obtained, verbatim and independently from two publisher records (Crossref JATS abstract and NCBI E-utilities for PMID 37186510). A human browser should get the full PDF",abstract-only,"process development to drug substance at a large biotech; SINGLE-STRANDED chemically modified antisense oligonucleotides, not a duplex","THE MOST DIRECTLY USEFUL MEMBRANE SOURCE FOUND, and it answers three open questions from its abstract alone. VERBATIM, the membrane-selection rule: 'In general, the oligonucleotide should be at least twice the reported membrane molecular weight cutoff for robust retention.' VERBATIM, the achievable duty: 'Using a 3 kDa UF/DF membrane, oligonucleotides as small as 6 kDa are shown to have low sieving coefficients (<0.008) and thus can be concentrated to high concentrations (<=200 mg/mL) with high yield (>=95%) and low viscosity (<15 centipoise), provided the oligonucleotide is designed not to undergo self-hybridization.' VERBATIM, the diafiltration constraint: 'Regarding diafiltration, results show that a small amount of salt is necessary to maintain adequate flux at concentrations exceeding about 40 mg/mL. Removal of salts along with residual solvents and small molecule process-related impurities can be robust provided they are not positively charged as the interaction with the oligonucleotide can prevent passage through the membrane, even for common divalent cations such as calcium or magnesium.' THREE CONSEQUENCES. (a) Q-035: the rule is a lower bound on molecule size relative to cut-off, the opposite shape to the unsupported '30 kDa upper limit'. (b) Q-017/Q-036: 200 mg/mL at >=95% yield and <15 cP, so the ultrafiltration ceiling is high and viscosity is not what stops it. (c) A polyanion will NOT diafilter out cationic impurities including Mg2+ - and the ligation buffer contains MgCl2. CAVEAT: single-strand antisense, not an siRNA duplex, and read from the abstract only.","2026-09-18 abstract obtained verbatim from two independent publisher records; author list, journal, volume and article number verified against Crossref and PubMed 37186510; full text not retrieved",
SRC-NOURAFKAN-2024,"Nourafkan, Kenyon, Nair, Loveday, Welbourne, Tao, Ahmed, Middleton, Dickman, Brown, Maamra, Cordiner, Kis, An Experimental and Modeling Approach to Study Tangential Flow Filtration Performance for mRNA Drug Substance Purification, Biotechnol. J. 2024, 19(11):e202400473",https://eprints.whiterose.ac.uk/219513/1/Biotechnology%20Journal%20-%202024%20-%20Nourafkan%20-%20An%20Experimental%20and%20Modeling%20Approach%20to%20Study%20Tangential%20Flow%20Filtration.pdf,"open access (CC-BY); published version deposited at the White Rose Research Online institutional repository, downloaded and text-extracted in full (12 pages)",full-text-read,"mRNA drug substance, 20-80 mL TFF scale - a much larger molecule than an siRNA duplex, so sieving does NOT transfer; the HOLD-UP penalty does","PRIMARY SOURCE for the diafiltration clearance equation, written out with its exponent, applied to a nucleic acid (Equations 3-5). Replaces the anonymous secondary website the site currently leans on. ALSO THE MOST TRANSFERABLE YIELD NUMBER FOUND FOR R-011, VERBATIM: 'a considerable amount of mRNA loss (between 30% and 40%) ... due to mRNA remaining inside both TFF tubes and filters.' Recovery was 70% as run and exceeded 97% only after two wash steps. A measured flux/loss/time trade is also reported: raising flux from 30 to 90 LMH cut loss from 36% to 18% AND cut time from 112 to 38 min. INFERENCE (ours): hold-up volume, not membrane passage, is the dominant yield loss at small batch size, and the site's yield model does not currently contain a hold-up term at all. Verified against PubMed 39513347.",2026-09-18 read in full from the White Rose repository; record verified via PubMed,
